ISSN,Journal Title,OA Model,Currency,Price
0046-8177,Human Pathology,Hybrid,USD,3300
2214-3300,Human Pathology: Case Reports,Open Access,USD,1000
1053-4822,Human Resource Management Review,Hybrid,USD,1800
0304-386X,Hydrometallurgy,Hybrid,USD,3300
0386-1112,IATSS Research,Open Access,USD,0
2451-8301,IBRO Reports,Open Access,USD,1500
0019-1035,Icarus,Hybrid,USD,2900
2405-9595,ICT Express,Open Access,USD,0
2214-2509,IDCases,Open Access,USD,550
0970-3896,IIMB Management Review,Open Access,USD,0
2352-9067,IJC Heart & Vasculature,Open Access,EUR,2600
0262-8856,Image and Vision Computing,Hybrid,USD,3100
2171-3669,Imagen Diagnóstica,Hybrid,USD,3000
1776-9817,Imagerie de la Femme,Hybrid,USD,3000
1074-7613,Immunity,Hybrid,USD,5200
0171-2985,Immunobiology,Hybrid,USD,2200
0889-8561,Immunology and Allergy Clinics of North America,Hybrid,USD,3000
0165-2478,Immunology Letters,Hybrid,USD,2650
0019-3577,Indagationes Mathematicae,Hybrid,USD,1300
0019-4832,Indian Heart Journal,Open Access,USD,0
0976-2884,Indian Journal of Medical Specialities,Hybrid,USD,3000
0972-6292,Indian Pacing and Electrophysiology Journal,Open Access,USD,0
0926-6690,Industrial Crops & Products,Hybrid,USD,3200
0019-8501,Industrial Marketing Management,Hybrid,USD,1100
0163-6383,Infant Behavior and Development,Hybrid,USD,1800
2468-0451,"Infection, Disease & Health",Hybrid,USD,1700
1567-1348,"Infection, Genetics and Evolution",Hybrid,USD,2900
0891-5520,Infectious Disease Clinics of North America,Hybrid,USD,3000
2352-9148,Informatics in Medicine Unlocked,Open Access,USD,1495
0890-5401,Information and Computation,Hybrid,USD,1500
1471-7727,Information and Organization,Hybrid,USD,1800
0950-5849,Information and Software Technology,Hybrid,USD,2400
0167-6245,Information Economics and Policy,Hybrid,USD,1100
1566-2535,Information Fusion,Hybrid,USD,3100
0378-7206,Information & Management,Hybrid,USD,1800
0306-4573,Information Processing and Management,Hybrid,USD,1800
2214-3173,Information Processing in Agriculture,Open Access,USD,0
0020-0190,Information Processing Letters,Hybrid,USD,1500
0020-0255,Information Sciences,Hybrid,USD,3300
0306-4379,Information Systems,Hybrid,USD,3100
1350-4495,Infrared Physics and Technology,Hybrid,USD,2200
1405-7743,"Ingeniería, Investigación y Tecnología",Open Access,USD,0
0020-1383,Injury,Hybrid,USD,2600
1466-8564,Innovative Food Science and Emerging Technologies,Hybrid,USD,3000
0020-1693,Inorganica Chimica Acta,Hybrid,USD,3050
1387-7003,Inorganic Chemistry Communications,Hybrid,USD,2600
0965-1748,Insect Biochemistry and Molecular Biology,Hybrid,USD,2750
0167-6687,Insurance Mathematics and Economics,Hybrid,USD,1100
0167-9260,"Integration, the VLSI Journal",Hybrid,USD,2400
2213-4220,Integrative Medicine Research,Open Access,USD,0
0160-2896,Intelligence,Hybrid,USD,2500
0964-3397,Intensive & Critical Care Nursing,Hybrid,USD,2500
0242-3960,Interbloc,Hybrid,USD,3000
2214-7519,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management,Open Access,USD,900
0966-9795,Intermetallics,Hybrid,USD,1000
0964-8305,International Biodeterioration & Biodegradation,Hybrid,USD,2500
0969-5931,International Business Review,Hybrid,USD,1800
0735-1933,International Communications in Heat and Mass Transfer,Hybrid,USD,2000
0958-6946,International Dairy Journal,Hybrid,USD,3000
2110-7017,International Economics,Hybrid,USD,3000
1755-599X,International Emergency Nursing,Hybrid,USD,2500
1567-5769,International Immunopharmacology,Hybrid,USD,3300
0020-7519,International Journal for Parasitology,Hybrid,USD,2200
2211-3207,International Journal for Parasitology: Drugs and Drug Resistance,Open Access,USD,1838
2213-2244,International Journal for Parasitology: Parasites and Wildlife,Open Access,USD,1838
0020-7063,International Journal of Accounting,Hybrid,USD,1800
1467-0895,International Journal of Accounting Information Systems,Hybrid,USD,1100
0143-7496,International Journal of Adhesion and Adhesives,Hybrid,USD,3300
2214-1391,International Journal of Africa Nursing Sciences,Open Access,USD,1200
0924-8579,International Journal of Antimicrobial Agents,Hybrid,USD,3000
0303-2434,International Journal of Applied Earth Observations and Geoinformation,Hybrid,USD,3200
0888-613X,International Journal of Approximate Reasoning,Hybrid,USD,2400
1357-2725,International Journal of Biochemistry and Cell Biology,Hybrid,USD,3900
0141-8130,International Journal of Biological Macromolecules,Hybrid,USD,3000
0167-5273,International Journal of Cardiology,Hybrid,USD,3500
2212-8689,International Journal of Child-Computer Interaction,Hybrid,USD,3000
1697-2600,International Journal of Clinical and Health Psychology,Open Access,USD,0
0166-5162,International Journal of Coal Geology,Hybrid,USD,2500
1874-5482,International Journal of Critical Infrastructure Protection,Hybrid,USD,2400
0736-5748,International Journal of Developmental Neuroscience,Hybrid,USD,2400
2212-4209,International Journal of Disaster Risk Reduction,Hybrid,USD,1100
0955-3959,International Journal of Drug Policy,Hybrid,USD,2600
0738-0593,International Journal of Educational Development,Hybrid,USD,1200
0883-0355,International Journal of Educational Research,Hybrid,USD,1100
0142-0615,International Journal of Electrical Power and Energy Systems,Hybrid,USD,3300
2405-5352,International Journal of e-Navigation and Maritime Economy,Open Access,USD,0
0020-7225,International Journal of Engineering Science,Hybrid,USD,2500
2213-6320,International Journal of Epilepsy,Hybrid,USD,3000
0142-1123,International Journal of Fatigue,Hybrid,USD,3300
0168-1605,International Journal of Food Microbiology,Hybrid,USD,4050
0169-2070,International Journal of Forecasting,Hybrid,USD,1200
1878-450X,International Journal of Gastronomy and Food Science,Hybrid,USD,3000
1873-9598,International Journal of Gerontology,Open Access,USD,0
1750-5836,International Journal of Greenhouse Gas Control,Hybrid,USD,3800
0142-727X,International Journal of Heat and Fluid Flow,Hybrid,USD,2500
0017-9310,International Journal of Heat and Mass Transfer,Hybrid,USD,3550
0278-4319,International Journal of Hospitality Management,Hybrid,USD,1100
1071-5819,International Journal of Human - Computer Studies,Hybrid,USD,3100
0360-3199,International Journal of Hydrogen Energy,Hybrid,USD,2750
1438-4639,International Journal of Hygiene and Environmental Health,Hybrid,USD,2600
0734-743X,International Journal of Impact Engineering,Hybrid,USD,3300
0169-8141,International Journal of Industrial Ergonomics,Hybrid,USD,3100
0167-7187,International Journal of Industrial Organization,Hybrid,USD,1800
1201-9712,International Journal of Infectious Diseases,Open Access,USD,1750
0268-4012,International Journal of Information Management,Hybrid,USD,1100
0147-1767,International Journal of Intercultural Relations,Hybrid,USD,1800
0160-2527,International Journal of Law and Psychiatry,Hybrid,USD,1800
1756-0616,"International Journal of Law, Crime and Justice",Hybrid,USD,750
0890-6955,International Journal of Machine Tools and Manufacture,Hybrid,USD,3300
2214-1669,International Journal of Marine Energy,Hybrid,USD,2500
1387-3806,International Journal of Mass Spectrometry,Hybrid,USD,3050
0020-7403,International Journal of Mechanical Sciences,Hybrid,USD,3300
1386-5056,International Journal of Medical Informatics,Hybrid,USD,3200
1438-4221,International Journal of Medical Microbiology,Hybrid,USD,3000
0301-7516,International Journal of Mineral Processing,Hybrid,USD,2500
2095-2686,International Journal of Mining Science and Technology,Open Access,USD,0
0301-9322,International Journal of Multiphase Flow,Hybrid,USD,2500
0020-7462,International Journal of Non-Linear Mechanics,Hybrid,USD,2200
2352-0132,International Journal of Nursing Sciences,Open Access,USD,0
0020-7489,International Journal of Nursing Studies,Hybrid,USD,2950
0959-289X,International Journal of Obstetric Anesthesia,Hybrid,USD,2500
0901-5027,International Journal of Oral & Maxillofacial Surgery,Hybrid,USD,3300
1878-1241,International Journal of Orthopaedic and Trauma Nursing,Hybrid,USD,1700
1746-0689,International Journal of Osteopathic Medicine,Hybrid,USD,1700
1879-9817,International Journal of Paleopathology,Hybrid,USD,1100
0165-5876,International Journal of Pediatric Otorhinolaryngology,Hybrid,USD,2500
2588-9109,International Journal of Pediatric Otorhinolaryngology Case Reports,Hybrid,USD,2500
2352-6467,International Journal of Pediatrics and Adolescent Medicine,Open Access,USD,0
0378-5173,International Journal of Pharmaceutics,Hybrid,USD,3700
0749-6419,International Journal of Plasticity,Hybrid,USD,3300
0308-0161,International Journal of Pressure Vessels and Piping,Hybrid,USD,3300
0925-5273,International Journal of Production Economics,Hybrid,USD,1950
0263-7863,International Journal of Project Management,Hybrid,USD,2000
0167-8760,International Journal of Psychophysiology,Hybrid,USD,2200
0360-3016,"International Journal of Radiation Oncology, Biology, Physics",Hybrid,USD,2500
0263-4368,International Journal of Refractory Metals and Hard Materials,Hybrid,USD,2500
0140-7007,International Journal of Refrigeration,Hybrid,USD,2500
0167-8116,International Journal of Research in Marketing,Hybrid,USD,1800
1365-1609,International Journal of Rock Mechanics and Mining Sciences,Hybrid,USD,2500
1001-6279,International Journal of Sediment Research,Hybrid,USD,3000
0020-7683,International Journal of Solids and Structures,Hybrid,USD,3500
1743-9191,International Journal of Surgery,Hybrid,USD,3000
2210-2612,International Journal of Surgery Case Reports,Open Access,USD,700
2405-8572,International Journal of Surgery Open,Open Access,USD,1700
2212-6090,International Journal of Sustainable Built Environment,Open Access,USD,0
1290-0729,International Journal of Thermal Sciences,Hybrid,USD,3300
2314-4599,International Journal of Veterinary Science and Medicine,Open Access,USD,200
2352-6475,International Journal of Women's Dermatology,Open Access,USD,2000
2171-9748,International Medical Review on Down Syndrome,Hybrid,USD,3000
1761-7227,International Orthodontics,Hybrid,USD,3000
1059-0560,International Review of Economics and Finance,Hybrid,USD,1100
1477-3880,International Review of Economics Education,Hybrid,USD,1100
1057-5219,International Review of Financial Analysis,Hybrid,USD,1100
0144-8188,International Review of Law & Economics,Hybrid,USD,1800
2095-6339,International Soil and Water Conservation Research,Open Access,USD,0
2214-7829,Internet Interventions,Open Access,USD,2100
2211-7458,Interventional Cardiology Clinics,Hybrid,USD,3000
0185-1667,Investigación Económica,Open Access,USD,0
2007-5057,Investigación en educación médica,Open Access,USD,0
1698-6989,Investigaciones de Historia Económica,Hybrid,EUR,3000
0188-4611,"Investigaciones Geográficas, Boletín del Instituto de Geografía",Open Access,USD,0
1959-0318,IRBM,Hybrid,USD,3000
1959-7568,IRBM News,Hybrid,USD,3000
0019-0578,ISA Transactions,Hybrid,USD,3300
0924-2716,ISPRS Journal of Photogrammetry and Remote Sensing,Hybrid,USD,2500
2352-5126,JAAD Case Reports,Open Access,USD,585
1936-878X,JACC: Cardiovascular Imaging,Hybrid,USD,3000
1936-8798,JACC: Cardiovascular Interventions,Hybrid,USD,3000
2405-500X,JACC: Clinical Electrophysiology,Hybrid,USD,3000
2213-1779,JACC: Heart Failure,Hybrid,USD,3000
1882-7616,Japanese Dental Science Review,Open Access,USD,0
0922-1425,Japan & The World Economy,Hybrid,USD,1100
2214-1677,JCRS Online Case Reports,Hybrid,USD,3000
2542-4513,JMV-Journal de Médecine Vasculaire,Hybrid,USD,3000
1297-319X,Joint Bone Spine,Hybrid,EUR,3000
0021-7557,Jornal de Pediatria,Open Access,USD,0
2255-5536,Jornal de Pediatria (Versão em Português),Open Access,USD,0
1878-786X,Journal de Chirurgie Viscérale,Hybrid,USD,3000
0021-7824,Journal de mathématiques pures et appliquées,Hybrid,USD,1500
1156-5233,Journal de Mycologie Médicale,Hybrid,USD,3000
0987-7983,Journal de pédiatrie et de puériculture,Hybrid,USD,3000
2211-5706,Journal de Radiologie diagnostique et interventionnelle,Hybrid,USD,3000
2210-6545,Journal des Anti-infectieux,Hybrid,EUR,3000
1155-1704,Journal de Thérapie Comportementale et Cognitive,Hybrid,USD,3000
0762-915X,Journal de Traumatologie du Sport,Hybrid,USD,3000
2211-4238,Journal Européen des Urgences et de Réanimation,Hybrid,EUR,3000
1617-1381,Journal for Nature Conservation,Hybrid,USD,1500
0181-5512,Journal Français d'Ophtalmologie,Hybrid,EUR,3000
1091-8531,Journal of AAPOS,Hybrid,USD,3000
0165-4101,Journal of Accounting and Economics,Hybrid,USD,1800
0278-4254,Journal of Accounting and Public Policy,Hybrid,USD,1800
0748-5751,Journal of Accounting Education,Hybrid,USD,1800
0737-4607,Journal of Accounting Literature,Hybrid,USD,3000
2005-2901,Journal of Acupuncture and Meridian Studies,Open Access,USD,0
0140-1971,Journal of Adolescence,Hybrid,USD,2000
1054-139X,Journal of Adolescent Health,Hybrid,USD,3000
2090-1232,Journal of Advanced Research,Open Access,USD,0
0021-8502,Journal of Aerosol Science,Hybrid,USD,3400
0165-0327,Journal of Affective Disorders,Hybrid,USD,3200
1464-343X,Journal of African Earth Sciences,Hybrid,USD,2500
2214-8515,Journal of African Trade,Open Access,USD,0
0890-4065,Journal of Aging Studies,Hybrid,USD,1800
0969-6997,Journal of Air Transport Management,Hybrid,USD,1100
0021-8693,Journal of Algebra,Hybrid,USD,1500
0925-8388,Journal of Alloys and Compounds,Hybrid,USD,3200
0165-2370,Journal of Analytical and Applied Pyrolysis,Hybrid,USD,2600
0278-4165,Journal of Anthropological Archaeology,Hybrid,USD,1800
0887-6185,Journal of Anxiety Disorders,Hybrid,USD,1800
1214-021X,Journal of Applied Biomedicine,Hybrid,USD,3000
0193-3973,Journal of Applied Developmental Psychology,Hybrid,USD,1800
0926-9851,Journal of Applied Geophysics,Hybrid,USD,1500
1570-8683,Journal of Applied Logic,Hybrid,USD,1500
0021-8928,Journal of Applied Mathematics and Mechanics,Hybrid,USD,3000
1665-6423,Journal of Applied Research and Technology,Open Access,USD,0
2211-3681,Journal of Applied Research in Memory and Cognition,Hybrid,USD,2150
2214-7861,Journal of Applied Research on Medicinal and Aromatic Plants,Hybrid,USD,1500
0021-9045,Journal of Approximation Theory,Hybrid,USD,1500
0305-4403,Journal of Archaeological Science,Hybrid,USD,2500
2352-409X,Journal of Archaeological Science: Reports,Hybrid,USD,1200
0140-1963,Journal of Arid Environments,Hybrid,USD,2500
2214-9635,Journal of Arthroscopy and Joint Surgery,Hybrid,USD,3000
2187-0764,Journal of Asian Ceramic Societies,Open Access,USD,0
1367-9120,Journal of Asian Earth Sciences,Hybrid,USD,2600
1049-0078,Journal of Asian Economics,Hybrid,USD,1100
2287-884X,Journal of Asia-Pacific Biodiversity,Open Access,USD,0
1226-8615,Journal of Asia-Pacific Entomology,Hybrid,USD,3000
1364-6826,Journal of Atmospheric and Solar-Terrestrial Physics,Hybrid,USD,2500
0896-8411,Journal of Autoimmunity,Hybrid,USD,4050
0378-4266,Journal of Banking and Finance,Hybrid,USD,1800
2214-8043,Journal of Behavioral and Experimental Economics,Hybrid,USD,1800
2214-6350,Journal of Behavioral and Experimental Finance,Hybrid,USD,1100
0005-7916,Journal of Behavior Therapy and Experimental Psychiatry,Hybrid,USD,1800
0021-9290,Journal of Biomechanics,Hybrid,USD,3500
1532-0464,Journal of Biomedical Informatics,Hybrid,USD,2800
1672-6529,Journal of Bionic Engineering,Hybrid,USD,3000
1389-1723,Journal of Bioscience and Bioengineering,Hybrid,USD,3000
0168-1656,Journal of Biotechnology,Hybrid,USD,2350
1360-8592,Journal of Bodywork & Movement Therapies,Hybrid,USD,2500
2212-1374,Journal of Bone Oncology,Open Access,USD,2000
2352-7102,Journal of Building Engineering,Hybrid,USD,2500
0148-2963,Journal of Business Research,Hybrid,USD,1950
0883-9026,Journal of Business Venturing,Hybrid,USD,1800
2352-6734,Journal of Business Venturing Insights,Hybrid,USD,1100
2213-5383,Journal of Cancer Policy,Hybrid,USD,1600
2311-3006,Journal of Cancer Research and Practice,Open Access,USD,0
1071-9164,Journal of Cardiac Failure,Hybrid,USD,2500
0914-5087,Journal of Cardiology,Hybrid,USD,3000
1878-5409,Journal of Cardiology Cases,Hybrid,USD,3000
1053-0770,Journal of Cardiothoracic and Vascular Anesthesia,Hybrid,USD,1700
1934-5925,Journal of Cardiovascular Computed Tomography,Hybrid,USD,2750
0021-9517,Journal of Catalysis,Hybrid,USD,3600
0886-3350,Journal of Cataract & Refractive Surgery,Hybrid,USD,3000
2352-1775,Journal of Cellular Immunotherapy,Open Access,USD,0
0733-5210,Journal of Cereal Science,Hybrid,USD,3300
1871-5532,Journal of Chemical Health & Safety,Hybrid,USD,2650
0891-0618,Journal of Chemical Neuroanatomy,Hybrid,USD,2200
1556-3499,Journal of Chiropractic Humanities,Hybrid,USD,3000
1556-3707,Journal of Chiropractic Medicine,Hybrid,USD,3300
1755-5345,Journal of Choice Modelling,Hybrid,USD,1800
0021-9673,Journal of Chromatography A,Hybrid,USD,3800
1570-0232,Journal of Chromatography B,Hybrid,USD,3050
0959-6526,Journal of Cleaner Production,Hybrid,USD,4050
0973-6883,Journal of Clinical and Experimental Hepatology,Hybrid,USD,3000
2214-6245,Journal of Clinical and Translational Endocrinology: Case Reports,Open Access,USD,750
0952-8180,Journal of Clinical Anesthesia,Hybrid,USD,2500
1094-6950,Journal of Clinical Densitometry,Hybrid,USD,3300
0895-4356,Journal of Clinical Epidemiology,Hybrid,USD,3100
1933-2874,Journal of Clinical Lipidology,Hybrid,USD,2750
0967-5868,Journal of Clinical Neuroscience,Hybrid,USD,2500
0976-5662,Journal of Clinical Orthopaedics and Trauma,Hybrid,USD,3000
2214-6237,Journal of Clinical & Translational Endocrinology,Open Access,USD,960
2405-5794,Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,Open Access,USD,2000
1386-6532,Journal of Clinical Virology,Hybrid,USD,3000
2212-9820,Journal of CO2 Utilization,Hybrid,USD,3000
0021-9797,Journal of Colloid And Interface Science,Hybrid,USD,3300
2237-9363,Journal of Coloproctology,Open Access,USD,0
0097-3165,"Journal of Combinatorial Theory, Series A",Hybrid,USD,1500
0095-8956,"Journal of Combinatorial Theory, Series B",Hybrid,USD,1500
2405-8513,Journal of Commodity Markets,Hybrid,EUR,1352
0021-9924,Journal of Communication Disorders,Hybrid,USD,1100
0147-5967,Journal of Comparative Economics,Hybrid,USD,3000
0021-9975,Journal of Comparative Pathology,Hybrid,USD,3000
0885-064X,Journal of Complexity,Hybrid,USD,2400
0377-0427,Journal of Computational and Applied Mathematics,Hybrid,USD,2000
2288-4300,Journal of Computational Design and Engineering,Open Access,USD,0
0021-9991,Journal of Computational Physics,Hybrid,USD,2800
1877-7503,Journal of Computational Science,Hybrid,USD,2400
0022-0000,Journal of Computer and System Sciences,Hybrid,USD,2400
0143-974X,Journal of Constructional Steel Research,Hybrid,USD,2500
1057-7408,Journal of Consumer Psychology,Hybrid,USD,1800
0169-7722,Journal of Contaminant Hydrology,Hybrid,USD,2500
1815-5669,Journal of Contemporary Accounting & Economics,Hybrid,USD,1100
2212-1447,Journal of Contextual Behavioral Science,Hybrid,USD,2000
0168-3659,Journal of Controlled Release,Hybrid,USD,3750
2213-297X,Journal of Co-operative Organization and Management,Hybrid,USD,1100
0929-1199,Journal of Corporate Finance,Hybrid,USD,1100
1010-5182,Journal of Cranio-Maxillo-Facial Surgery,Hybrid,USD,3300
0047-2352,Journal of Criminal Justice,Hybrid,USD,1800
0883-9441,Journal of Critical Care,Hybrid,USD,3000
0022-0248,Journal of Crystal Growth,Hybrid,USD,2750
1296-2074,Journal of Cultural Heritage,Hybrid,USD,1800
2452-2325,Journal of Current Ophthalmology,Open Access,USD,0
1569-1993,Journal of Cystic Fibrosis,Hybrid,USD,3300
0022-0302,Journal of Dairy Science,Hybrid,USD,3500
1991-7902,Journal of Dental Sciences,Open Access,USD,0
0300-5712,Journal of Dentistry,Hybrid,USD,2200
0923-1811,Journal of Dermatological Science,Hybrid,USD,2750
2212-571X,Journal of Destination Marketing & Management,Hybrid,USD,1100
0304-3878,Journal of Development Economics,Hybrid,USD,2300
1056-8727,Journal of Diabetes and Its Complications,Hybrid,USD,3100
0022-0396,Journal of Differential Equations,Hybrid,USD,1500
1570-8667,Journal of Discrete Algorithms,Hybrid,USD,2400
1773-2247,Journal of Drug Delivery Science and Technology,Hybrid,USD,3000
0304-4076,Journal of Econometrics,Hybrid,USD,1950
0167-2681,Journal of Economic Behavior and Organization,Hybrid,USD,2300
0165-1889,Journal of Economic Dynamics and Control,Hybrid,USD,1800
0167-4870,Journal of Economic Psychology,Hybrid,USD,1800
0148-6195,Journal of Economics and Business,Hybrid,USD,1800
0022-0531,Journal of Economic Theory,Hybrid,USD,1800
2314-7172,Journal of Electrical Systems and Information Technology,Open Access,USD,0
1572-6657,Journal of Electroanalytical Chemistry,Hybrid,USD,2600
0022-0736,Journal of Electrocardiology,Hybrid,USD,2500
1050-6411,Journal of Electromyography and Kinesiology,Hybrid,USD,3000
0368-2048,Journal of Electron Spectroscopy and Related Phenomena,Hybrid,USD,2200
0304-3886,Journal of Electrostatics,Hybrid,USD,2400
0736-4679,Journal of Emergency Medicine,Hybrid,USD,2500
0099-1767,Journal of Emergency Nursing,Hybrid,USD,2500
0927-5398,Journal of Empirical Finance,Hybrid,USD,1100
0099-2399,Journal of Endodontics,Hybrid,USD,3000
2095-4956,Journal of Energy Chemistry,Hybrid,USD,2500
2352-152X,Journal of Energy Storage,Hybrid,USD,2500
0923-4748,Journal of Engineering and Technology Management,Hybrid,USD,1800
1475-1585,Journal of English for Academic Purposes,Hybrid,USD,1100
2213-3437,Journal of Environmental Chemical Engineering,Hybrid,USD,3000
0095-0696,Journal of Environmental Economics and Management,Hybrid,USD,1800
0301-4797,Journal of Environmental Management,Hybrid,USD,3400
0272-4944,Journal of Environmental Psychology,Hybrid,USD,1800
0265-931X,Journal of Environmental Radioactivity,Hybrid,USD,3300
1001-0742,Journal of Environmental Sciences,Hybrid,USD,3000
2210-6006,Journal of Epidemiology and Global Health,Open Access,USD,0
0737-0806,Journal of Equine Veterinary Science,Hybrid,USD,2500
2352-6181,Journal of Ethnic Foods,Open Access,USD,0
0378-8741,Journal of Ethnopharmacology,Hybrid,USD,3500
2452-4034,Journal of EuCornea,Open Access,USD,2100
1879-3665,Journal of Eurasian Studies,Open Access,USD,0
1728-869X,Journal of Exercise Science & Fitness,Open Access,USD,600
1557-5063,Journal of Exotic Pet Medicine,Hybrid,USD,2000
0022-0965,Journal of Experimental Child Psychology,Hybrid,USD,2500
0022-0981,Journal of Experimental Marine Biology and Ecology,Hybrid,USD,3000
0022-1031,Journal of Experimental Social Psychology,Hybrid,USD,1800
1877-8585,Journal of Family Business Strategy,Hybrid,USD,1100
0304-405X,Journal of Financial Economics,Hybrid,USD,1800
1042-9573,Journal of Financial Intermediation,Hybrid,USD,1800
1386-4181,Journal of Financial Markets,Hybrid,USD,1100
1572-3089,Journal of Financial Stability,Hybrid,USD,1100
0094-730X,Journal of Fluency Disorders,Hybrid,USD,1800
0889-9746,Journal of Fluids and Structures,Hybrid,USD,2500
0022-1139,Journal of Fluorine Chemistry,Hybrid,USD,2600
1021-9498,Journal of Food and Drug Analysis,Open Access,USD,0
0889-1575,Journal of Food Composition and Analysis,Hybrid,USD,3000
0260-8774,Journal of Food Engineering,Hybrid,USD,3000
1752-928X,Journal of Forensic and Legal Medicine,Hybrid,USD,3000
2212-4780,Journal of Forensic Radiology and Imaging,Hybrid,USD,2500
1104-6899,Journal of Forest Economics,Hybrid,USD,1500
1872-5813,Journal of Fuel Chemistry and Technology,Hybrid,USD,3000
0022-1236,Journal of Functional Analysis,Hybrid,USD,1500
1756-4646,Journal of Functional Foods,Hybrid,USD,3800
1687-157X,Journal of Genetic Engineering and Biotechnology,Open Access,USD,0
1673-8527,Journal of Genetics and Genomics,Hybrid,USD,3300
0375-6742,Journal of Geochemical Exploration,Hybrid,USD,2500
0264-3707,Journal of Geodynamics,Hybrid,USD,2500
0393-0440,Journal of Geometry and Physics,Hybrid,USD,2200
1879-4068,Journal of Geriatric Oncology,Hybrid,USD,1700
1226-8453,Journal of Ginseng Research,Open Access,USD,0
2213-7165,Journal of Global Antimicrobial Resistance,Hybrid,USD,2500
0380-1330,Journal of Great Lakes Research,Hybrid,USD,2500
2468-7847,Journal of Gynecology Obstetrics and Human Reproduction,Hybrid,USD,3000
0363-5023,Journal of Hand Surgery,Hybrid,USD,2500
0894-1130,Journal of Hand Therapy,Hybrid,USD,2000
0304-3894,Journal of Hazardous Materials,Hybrid,USD,2500
0167-6296,Journal of Health Economics,Hybrid,USD,1800
1053-2498,Journal of Heart and Lung Transplantation,Hybrid,USD,3300
0168-8278,Journal of Hepatology,Hybrid,USD,3000
2210-8033,Journal of Herbal Medicine,Hybrid,USD,1700
2214-4048,Journal of High Energy Astrophysics,Hybrid,USD,2200
1047-8310,Journal of High Technology Management Research,Hybrid,USD,1100
0305-7488,Journal of Historical Geography,Hybrid,USD,750
0195-6701,Journal of Hospital Infection,Hybrid,USD,3000
1473-8376,"Journal of Hospitality, Leisure, Sport & Tourism Education",Hybrid,USD,1100
1051-1377,Journal of Housing Economics,Hybrid,USD,1800
0047-2484,Journal of Human Evolution,Hybrid,USD,3000
1001-6058,"Journal of Hydrodynamics, Ser.B",Hybrid,USD,3000
1570-6443,Journal of Hydro-environment Research,Hybrid,USD,3000
0022-1694,Journal of Hydrology,Hybrid,USD,3200
2214-5818,Journal of Hydrology: Regional Studies,Open Access,USD,1800
0022-1759,Journal of Immunological Methods,Hybrid,USD,3300
1561-8811,Journal of Indian College of Cardiology,Hybrid,USD,3000
1226-086X,Journal of Industrial and Engineering Chemistry,Hybrid,USD,2500
0163-4453,Journal of Infection,Hybrid,USD,3000
1341-321X,Journal of Infection and Chemotherapy,Hybrid,USD,2500
1876-0341,Journal of Infection and Public Health,Open Access,USD,0
2214-2126,Journal of Information Security and Applications,Hybrid,USD,2400
1751-1577,Journal of Informetrics,Hybrid,USD,1800
0162-0134,Journal of Inorganic Biochemistry,Hybrid,USD,3300
0022-1910,Journal of Insect Physiology,Hybrid,USD,2600
2095-3119,Journal of Integrative Agriculture,Hybrid,USD,3000
2095-4964,Journal of Integrative Medicine,Hybrid,USD,1800
1094-9968,Journal of Interactive Marketing,Hybrid,USD,1800
1061-9518,"Journal of International Accounting, Auditing and Taxation",Hybrid,USD,1800
0022-1996,Journal of International Economics,Hybrid,USD,1800
1042-4431,"Journal of International Financial Markets, Institutions & Money",Hybrid,USD,1100
1075-4253,Journal of International Management,Hybrid,USD,1800
0261-5606,Journal of International Money and Finance,Hybrid,USD,1800
2405-4526,Journal of Interprofessional Education & Practice,Hybrid,USD,780
2386-4583,Journal of Invasive Techniques in Physical Therapy,Open Access,USD,0
0022-2011,Journal of Invertebrate Pathology,Hybrid,USD,3000
0022-202X,Journal of Investigative Dermatology,Hybrid,USD,3200
1087-0024,Journal of Investigative Dermatology Symposium Proceedings,Hybrid,USD,3200
1319-1578,Journal of King Saud University - Computer and Information Sciences,Open Access,USD,0
1018-3639,Journal of King Saud University - Engineering Sciences,Open Access,USD,0
1018-3647,Journal of King Saud University - Science,Open Access,USD,0
2352-2208,Journal of Logical and Algebraic Methods in Programming,Hybrid,USD,1500
0950-4230,Journal of Loss Prevention in the Process Industries,Hybrid,USD,2500
0022-2313,Journal of Luminescence,Hybrid,USD,2200
0164-0704,Journal of Macroeconomics,Hybrid,USD,1100
2213-9567,Journal of Magnesium and Alloys,Open Access,USD,0
1090-7807,Journal of Magnetic Resonance,Hybrid,USD,3100
0304-8853,Journal of Magnetism and Magnetic Materials,Hybrid,USD,2800
0161-4754,Journal of Manipulative and Physiological Therapeutics,Hybrid,USD,3300
1526-6125,Journal of Manufacturing Processes,Hybrid,USD,3000
0278-6125,Journal of Manufacturing Systems,Hybrid,USD,3100
0924-7963,Journal of Marine Systems,Hybrid,USD,3200
0924-0136,Journal of Materials Processing Tech.,Hybrid,USD,3300
2238-7854,Journal of Materials Research and Technology,Open Access,USD,0
1005-0302,Journal of Materials Science & Technology,Hybrid,USD,3000
2352-8478,Journal of Materiomics,Open Access,USD,0
0022-247X,Journal of Mathematical Analysis and Applications,Hybrid,USD,1500
0732-3123,Journal of Mathematical Behavior,Hybrid,USD,1800
0304-4068,Journal of Mathematical Economics,Hybrid,USD,1100
0022-2496,Journal of Mathematical Psychology,Hybrid,USD,1800
